TargetID	CHR
cg16679837	X
cg16680433	X
cg16680922	X
cg16681914	X
cg16684211	X
cg16685760	X
cg16686242	X
cg16692308	X
cg16692973	X
cg16695688	X
cg16697940	X
cg16700576	X
cg16708895	X
cg16710313	X
cg16710588	X
cg16712127	X
cg16712639	X
cg16716035	X
cg16716983	X
cg16718054	X
cg16718139	X
cg16719099	X
cg16719118	X
cg16722818	X
cg16723510	X
cg16723800	X
cg16725234	X
cg16726201	X
cg16730484	X
cg16730652	X
cg16733946	X
cg16734817	X
cg16734967	X
cg16735667	X
cg16737869	X
cg16738558	X
cg16742675	X
cg16744892	X
cg16746539	X
cg16755924	X
cg16756025	X
cg16770948	X
cg16771588	X
cg16772022	X
cg16776114	X
cg16778620	X
cg16781964	X
cg16783314	X
cg16786117	X
cg16789335	X
cg16796107	X
cg16796150	X
cg16797340	X
cg16798761	X
cg16799982	X
cg16801265	X
cg16801826	X
cg16802801	X
cg16803185	X
cg16803643	X
cg16806953	X
cg16807276	X
cg16807457	X
cg16808568	X
cg16809091	X
cg16810342	X
cg16811756	X
cg16812678	X
cg16814362	X
cg16821267	X
cg16821967	X
cg16822540	X
cg16822572	X
cg16824069	X
cg16829640	X
cg16830479	X
cg16831427	X
cg16832275	X
cg16832551	X
cg16832801	X
cg16839655	X
cg16840574	X
cg16840743	X
cg16841079	X
cg16841389	X
cg16841966	X
cg16846332	X
cg16847374	X
cg16851485	X
cg16856720	X
cg16856766	X
cg16857716	X
cg16857852	X
cg16863294	X
cg16864365	X
cg16867483	X
cg16868497	X
cg16869809	X
cg16870351	X
cg16879820	X
cg16881398	X
cg16884539	X
cg16888752	X
cg16888859	X
cg16890879	X
cg16891080	X
cg16892191	X
cg16893455	X
cg16893864	X
cg16894263	X
cg16899229	X
cg16916745	X
cg16917996	X
cg16925682	X
cg16928335	X
cg16930349	X
cg16931980	X
cg16934986	X
cg16937327	X
cg16940942	X
cg16946767	X
cg16946997	X
cg16948369	X
cg16949923	X
cg16950696	X
cg16953966	X
cg16954455	X
cg16955726	X
cg16956903	X
cg16962216	X
cg16962802	X
cg16963297	X
cg16967668	X
cg16968020	X
cg16970748	X
cg16975045	X
cg16975981	X
cg16976875	X
cg16976876	X
cg16978043	X
cg16984885	X
cg16985523	X
cg16986238	X
cg16991511	X
cg16994783	X
cg16997557	X
cg16998810	X
cg17001703	X
cg17001761	X
cg17003204	X
cg17003375	X
cg17006131	X
cg17008556	X
cg17010905	X
cg17011147	X
cg17012513	X
cg17015217	X
cg17017670	X
cg17028443	X
cg17032587	X
cg17033281	X
cg17035182	X
cg17036062	X
cg17037297	X
cg17039808	X
cg17040450	X
cg17040469	X
cg17041378	X
cg17041400	X
cg17044023	X
cg17051440	X
cg17054449	X
cg17056186	X
cg17058724	X
cg17062249	X
cg17064159	X
cg17066973	X
cg17068766	X
cg17069068	X
cg17072671	X
cg17073891	X
cg17074762	X
cg17075998	X
cg17077516	X
cg17082365	X
cg17084763	X
cg17119559	X
cg17120139	X
cg17120952	X
cg17122511	X
cg17122979	X
cg17123327	X
cg17123338	X
cg17125315	X
cg17125742	X
cg17134286	X
cg17137203	X
cg17141186	X
cg17149359	X
cg17152375	X
cg17154629	X
cg17155263	X
cg17155577	X
cg17156570	X
cg17157129	X
cg17158811	X
cg17189778	X
cg17191957	X
cg17192356	X
cg17192679	X
cg17193417	X
cg17195879	X
cg17196716	X
cg17197278	X
cg17198372	X
cg17202289	X
cg17203703	X
cg17204288	X
cg17204993	X
cg17205788	X
cg17206029	X
cg17207552	X
cg17207724	X
cg17214408	X
cg17215052	X
cg17217369	X
cg17219209	X
cg17220866	X
cg17221316	X
cg17223593	X
cg17224287	X
cg17227030	X
cg17227235	X
cg17230120	X
cg17231418	X
cg17231524	X
cg17236781	X
cg17238522	X
cg17239904	X
cg17242918	X
cg17246352	X
cg17246697	X
cg17268992	X
cg17274024	X
cg17274142	X
cg17274387	X
cg17276682	X
cg17279685	X
cg17279959	X
cg17280129	X
cg17281073	X
cg17281355	X
cg17281810	X
cg17282539	X
cg17288382	X
cg17290095	X
cg17291758	X
cg17291924	X
cg17292622	X
cg17293395	X
cg17293719	X
cg17294479	X
cg17296858	X
cg17299712	X
cg17299883	X
cg17326835	X
cg17330458	X
cg17330459	X
cg17332295	X
cg17334225	X
cg17334927	X
cg17337021	X
cg17337467	X
cg17339373	X
cg17340957	X
cg17342984	X
cg17345036	X
cg17345128	X
cg17345373	X
cg17346042	X
cg17348578	X
cg17351370	X
cg17354708	X
cg17355083	X
cg17355765	X
cg17363084	X
cg17376045	X
cg17377054	X
cg17380767	X
cg17382752	X
cg17383222	X
cg17383449	X
cg17385175	X
cg17385225	X
cg17385437	X
cg17386265	X
cg17388110	X
cg17388653	X
cg17390497	X
cg17391028	X
cg17391107	X
cg17394901	X
cg17395800	X
cg17396400	X
cg17397814	X
cg17398312	X
cg17398485	X
cg17399684	X
cg17401837	X
cg17403974	X
cg17404000	X
cg17405145	X
cg17405188	X
cg17406244	X
cg17407511	X
cg17410803	X
cg17412069	X
cg17413784	X
cg17420696	X
cg17432350	X
cg17439480	X
cg17456701	X
cg17458755	X
cg17460003	X
cg17464366	X
cg17465884	X
cg17466318	X
cg17467287	X
cg17470032	X
cg17471720	X
cg17472432	X
cg17473615	X
cg17474651	X
cg17475505	X
cg17477997	X
cg17478031	X
cg17479100	X
cg17480254	X
cg17481638	X
cg17482649	X
cg17487010	X
cg17488785	X
cg17488844	X
cg17488861	X
cg17498624	X
cg17499479	X
cg17502810	X
cg17503853	X
cg17505409	X
cg17505944	X
cg17506050	X
cg17507888	X
cg17508549	X
cg17509494	X
cg17511128	X
cg17512860	X
cg17513145	X
cg17513789	X
cg17517128	X
cg17517993	X
cg17523840	X
cg17527404	X
cg17529435	X
cg17529823	X
cg17531456	X
cg17533951	X
cg17535087	X
cg17536843	X
cg17537348	X
cg17537844	X
cg17538878	X
cg17542176	X
cg17542495	X
cg17545301	X
cg17546454	X
cg17546926	X
cg17547226	X
cg17547524	X
cg17547578	X
cg17548175	X
cg17548613	X
cg17548969	X
cg17550929	X
cg17552650	X
cg17553592	X
cg17558827	X
cg17560693	X
cg17562247	X
cg17565795	X
cg17568534	X
cg17569844	X
cg17571554	X
cg17571782	X
cg17572800	X
cg17574798	X
cg17578642	X
cg17581805	X
cg17582546	X
cg17582679	X
cg17585174	X
cg17585445	X
cg17586516	X
cg17588373	X
cg17588626	X
cg17590101	X
cg17592148	X
cg17593414	X
cg17601118	X
cg17602500	X
cg17603461	X
cg17604239	X
cg17606228	X
cg17607496	X
cg17609680	X
cg17609703	X
cg17618474	X
cg17619053	X
cg17619403	X
cg17620251	X
cg17620395	X
cg17624691	X
cg17625157	X
cg17625764	X
cg17626563	X
cg17627526	X
cg17634825	X
cg17639056	X
cg17639969	X
cg17651942	X
cg17653493	X
cg17654284	X
cg17656292	X
cg17658303	X
cg17658468	X
cg17659886	X
cg17662177	X
cg17662252	X
cg17670641	X
cg17671242	X
cg17672846	X
cg17674548	X
cg17676246	X
cg17678039	X
cg17693270	X
cg17694877	X
cg17699837	X
cg17700139	X
cg17702590	X
cg17703220	X
cg17705081	X
cg17710066	X
cg17715113	X
cg17715469	X
cg17716100	X
cg17718322	X
cg17719785	X
cg17720011	X
cg17725109	X
cg17725595	X
cg17726280	X
cg17726418	X
cg17727916	X
cg17729873	X
cg17731486	X
cg17732141	X
cg17733714	X
cg17734525	X
cg17734959	X
cg17735495	X
cg17736560	X
cg17737014	X
cg17740349	X
cg17740541	X
cg17740587	X
cg17748975	X
cg17749360	X
cg17758324	X
cg17758583	X
cg17773502	X
cg17775283	X
cg17775340	X
cg17775518	X
cg17776579	X
cg17784580	X
cg17785468	X
cg17786532	X
cg17788031	X
cg17790038	X
cg17791122	X
cg17792806	X
cg17794813	X
cg17797857	X
cg17800714	X
cg17808461	X
cg17808639	X
cg17811446	X
cg17811760	X
cg17812797	X
cg17813054	X
cg17814335	X
cg17818432	X
cg17821483	X
cg17821835	X
cg17822352	X
cg17823667	X
cg17824401	X
cg17824914	X
cg17825231	X
cg17825572	X
cg17828255	X
cg17828708	X
cg17828773	X
cg17830714	X
cg17831869	X
cg17832062	X
cg17833022	X
cg17835180	X
cg17839368	X
cg17843048	X
cg17847781	X
cg17849117	X
cg17852104	X
cg17853057	X
cg17856536	X
cg17863679	X
cg17865482	X
cg17868751	X
cg17868752	X
cg17873414	X
cg17874273	X
cg17875227	X
cg17876020	X
cg17876277	X
cg17876443	X
cg17877174	X
cg17878135	X
cg17878446	X
cg17878899	X
cg17878951	X
cg17880859	X
cg17895907	X
cg17914143	X
cg17914927	X
cg17917970	X
cg17919471	X
cg17920239	X
cg17920241	X
cg17921115	X
cg17926057	X
cg17928317	X
cg17929087	X
cg17933493	X
cg17934320	X
cg17935021	X
cg17936021	X
cg17938879	X
cg17959735	X
cg17959821	X
cg17961384	X
cg17962105	X
cg17964359	X
cg17964575	X
cg17965552	X
cg17968718	X
cg17969499	X
cg17970282	X
cg17973147	X
cg17974418	X
cg17974767	X
cg17976175	X
cg17979616	X
cg17980977	X
cg17991347	X
cg17994214	X
cg17994896	X
cg17995340	X
cg17996267	X
cg18000886	X
cg18000985	X
cg18001119	X
cg18003012	X
cg18003791	X
cg18004915	X
cg18005219	X
cg18007543	X
cg18009325	X
cg18010669	X
cg18011534	X
cg18013550	X
cg18015035	X
cg18015266	X
cg18016370	X
cg18016783	X
cg18019621	X
cg18022005	X
cg18030003	X
cg18031151	X
cg18031773	X
cg18036967	X
cg18043690	X
cg18044482	X
cg18049750	X
cg18064897	X
cg18077778	X
cg18086582	X
cg18087559	X
cg18090198	X
cg18091964	X
cg18093711	X
cg18096738	X
cg18096956	X
cg18099006	X
cg18101474	X
cg18102233	X
cg18102950	X
cg18103394	X
cg18103692	X
cg18105344	X
cg18105467	X
cg18107314	X
cg18110168	X
cg18112405	X
cg18112782	X
cg18112785	X
cg18114166	X
cg18116135	X
cg18118743	X
cg18119394	X
cg18119675	X
cg18121605	X
cg18122289	X
cg18123612	X
cg18124706	X
cg18124907	X
cg18126630	X
cg18132745	X
cg18134562	X
cg18136675	X
cg18138606	X
cg18138788	X
cg18139692	X
cg18140045	X
cg18144073	X
cg18145088	X
cg18147067	X
cg18152566	X
cg18153989	X
cg18154457	X
cg18154784	X
cg18155062	X
cg18156601	X
cg18157587	X
cg18159654	X
cg18159768	X
cg18161489	X
cg18164076	X
cg18166152	X
cg18203880	X
cg18221317	X
cg18225658	X
cg18230216	X
cg18230356	X
cg18230558	X
cg18232722	X
cg18232738	X
cg18233735	X
cg18239702	X
cg18240390	X
cg18244029	X
cg18263397	X
cg18266647	X
cg18266853	X
cg18267532	X
cg18273575	X
cg18274682	X
cg18275647	X
cg18275846	X
cg18288715	X
cg18289259	X
cg18291437	X
cg18307604	X
cg18336502	X
cg18337321	X
cg18362897	X
cg18364820	X
cg18376256	X
cg18377059	X
cg18381576	X
cg18383984	X
cg18386008	X
cg18388301	X
cg18388748	X
cg18389023	X
cg18389510	X
cg18389752	X
cg18390152	X
cg18391610	X
cg18392465	X
cg18394995	X
cg18395382	X
cg18395615	X
cg18396637	X
cg18396806	X
cg18396832	X
cg18397279	X
cg18397310	X
cg18399551	X
cg18403317	X
cg18406314	X
cg18406472	X
cg18407141	X
cg18407858	X
cg18409082	X
cg18411009	X
cg18412777	X
cg18414950	X
cg18416919	X
cg18418138	X
cg18418655	X
cg18418803	X
cg18419476	X
cg18420843	X
cg18422972	X
cg18423110	X
cg18426655	X
cg18426869	X
cg18430208	X
cg18431182	X
cg18431579	X
cg18432393	X
cg18432711	X
cg18433694	X
cg18434680	X
cg18435505	X
cg18436395	X
cg18439080	X
cg18440824	X
cg18442183	X
cg18443450	X
cg18444868	X
cg18445504	X
cg18447077	X
cg18449462	X
cg18450499	X
cg18452672	X
cg18452799	X
cg18453389	X
cg18453720	X
cg18456549	X
cg18457106	X
cg18457851	X
cg18458833	X
cg18459957	X
cg18461482	X
cg18463605	X
cg18468467	X
cg18470455	X
cg18470539	X
cg18473117	X
cg18474016	X
cg18476631	X
cg18476633	X
cg18478786	X
cg18480129	X
cg18480706	X
cg18491397	X
cg18492059	X
cg18496053	X
cg18496230	X
cg18497064	X
cg18498622	X
cg18502619	X
cg18502642	X
cg18503052	X
cg18506674	X
cg18507125	X
cg18509722	X
cg18510064	X
cg18511445	X
cg18512357	X
cg18512807	X
cg18515307	X
cg18515545	X
cg18516687	X
cg18519103	X
cg18520280	X
cg18520603	X
cg18521137	X
cg18524099	X
cg18525817	X
cg18528145	X
cg18528798	X
cg18530240	X
cg18535534	X
cg18536496	X
cg18536669	X
cg18537571	X
cg18537977	X
cg18538900	X
cg18540638	X
cg18542573	X
cg18547980	X
cg18564727	X
cg18581963	X
cg18585581	X
cg18610025	X
cg18610223	X
cg18616655	X
cg18617394	X
cg18617708	X
cg18624866	X
cg18625305	X
cg18626098	X
cg18626864	X
cg18627132	X
cg18627493	X
cg18632412	X
cg18633002	X
cg18634060	X
cg18636716	X
cg18641697	X
cg18653991	X
cg18665563	X
cg18674692	X
cg18679504	X
cg18689730	X
cg18695429	X
cg18700197	X
cg18700741	X
cg18701656	X
cg18702239	X
cg18702893	X
cg18717447	X
cg18717600	X
cg18719157	X
cg18720642	X
cg18721956	X
cg18727700	X
cg18731813	X
cg18742181	X
cg18742441	X
cg18747090	X
cg18748527	X
cg18748981	X
cg18751555	X
cg18751919	X
cg18754842	X
cg18757172	X
cg18758619	X
cg18764240	X
cg18765710	X
cg18769303	X
cg18769420	X
cg18770944	X
cg18771512	X
cg18773835	X
cg18776021	X
cg18776609	X
cg18777226	X
cg18777711	X
cg18778986	X
cg18779570	X
cg18779595	X
cg18780401	X
cg18780751	X
cg18784552	X
cg18785414	X
cg18787045	X
cg18791672	X
cg18793814	X
cg18796341	X
cg18799866	X
cg18809883	X
cg18811184	X
cg18811601	X
cg18812946	X
cg18812977	X
cg18813010	X
cg18813387	X
cg18813691	X
cg18816329	X
cg18817143	X
cg18817485	X
cg18818432	X
cg18827179	X
cg18827511	X
cg18827893	X
cg18828303	X
cg18833705	X
cg18834878	X
cg18836258	X
cg18849630	X
cg18869368	X
cg18875207	X
cg18877734	X
cg18878700	X
cg18879010	X
cg18882436	X
cg18882670	X
cg18884384	X
cg18885073	X
cg18898763	X
cg18903768	X
cg18904224	X
cg18904817	X
cg18920427	X
cg18923230	X
cg18924561	X
cg18925560	X
cg18929098	X
cg18930892	X
cg18931873	X
cg18932686	X
cg18933596	X
cg18934490	X
cg18935349	X
cg18938476	X
cg18939543	X
cg18949886	X
cg18959966	X
cg18960294	X
cg18963065	X
cg18967094	X
cg18967208	X
cg18967728	X
cg18971750	X
cg18973991	X
cg18974084	X
cg18976803	X
cg18980650	X
cg18983126	X
cg18983709	X
cg18986576	X
cg18987659	X
cg18989057	X
cg18989233	X
cg18989810	X
cg18989977	X
cg18990292	X
cg18990483	X
cg18992293	X
cg18995182	X
cg18998000	X
cg18999476	X
cg19000389	X
cg19000468	X
cg19002579	X
cg19002828	X
cg19005062	X
cg19010939	X
cg19011478	X
cg19011552	X
cg19011603	X
cg19013417	X
cg19014767	X
cg19017491	X
cg19022384	X
cg19022966	X
cg19023236	X
cg19023309	X
cg19038081	X
cg19039368	X
cg19039586	X
cg19041137	X
cg19041765	X
cg19045293	X
cg19045344	X
cg19050914	X
cg19053358	X
cg19053608	X
cg19055639	X
cg19056008	X
cg19056391	X
cg19058005	X
cg19059427	X
cg19060387	X
cg19061228	X
cg19062189	X
cg19063141	X
cg19063343	X
cg19068385	X
cg19069416	X
cg19092293	X
cg19110434	X
cg19112757	X
cg19112977	X
cg19114226	X
cg19115280	X
cg19127840	X
cg19134404	X
cg19137564	X
cg19138060	X
cg19144013	X
cg19153710	X
cg19155032	X
cg19162841	X
cg19168249	X
cg19169535	X
cg19169658	X
cg19169838	X
cg19172265	X
cg19175479	X
cg19177332	X
cg19180514	X
cg19183081	X
cg19189070	X
cg19194595	X
cg19206010	X
cg19208477	X
cg19210487	X
cg19212576	X
cg19214916	X
cg19218988	X
cg19223616	X
cg19227523	X
cg19227561	X
cg19229422	X
cg19230952	X
cg19233518	X
cg19235109	X
cg19238394	X
cg19239592	X
cg19244546	X
cg19246080	X
cg19247520	X
cg19248041	X
cg19250658	X
cg19253643	X
cg19257537	X
cg19259802	X
cg19261292	X
cg19261513	X
cg19265708	X
cg19267533	X
cg19269918	X
cg19271175	X
cg19280671	X
cg19284023	X
cg19286473	X
cg19287179	X
cg19318186	X
cg19318920	X
cg19319103	X
cg19321437	X
cg19322153	X
cg19329696	X
cg19330011	X
cg19331065	X
cg19332075	X
cg19334385	X
cg19341307	X
cg19344520	X
cg19345896	X
cg19350224	X
cg19351638	X
cg19353593	X
cg19354122	X
cg19355212	X
cg19355555	X
cg19355911	X
cg19358195	X
cg19382362	X
cg19383360	X
cg19384325	X
cg19386336	X
cg19388557	X
cg19388636	X
cg19392138	X
cg19395010	X
cg19398192	X
cg19401970	X
cg19405200	X
cg19406003	X
cg19406135	X
cg19407266	X
cg19407410	X
cg19407886	X
cg19410841	X
cg19411919	X
cg19412336	X
cg19415116	X
cg19415339	X
cg19419474	X
cg19420465	X
cg19421044	X
cg19425242	X
cg19428430	X
cg19431247	X
cg19432493	X
cg19434750	X
cg19439099	X
cg19441529	X
cg19441691	X
cg19441811	X
cg19471462	X
cg19474517	X
cg19481013	X
cg19481052	X
cg19481953	X
cg19487455	X
cg19487868	X
cg19490917	X
cg19491742	X
cg19493242	X
cg19498018	X
cg19499790	X
cg19499945	X
cg19500599	X
cg19502843	X
cg19502998	X
cg19505129	X
cg19506407	X
cg19506937	X
cg19511425	X
cg19513111	X
cg19514407	X
cg19514725	X
cg19522972	X
cg19523014	X
cg19523692	X
cg19525496	X
cg19528439	X
cg19528502	X
cg19532356	X
cg19532714	X
cg19533991	X
cg19534423	X
cg19535369	X
cg19538335	X
cg19541233	X
cg19541913	X
cg19545998	X
cg19547549	X
cg19548176	X
cg19548593	X
cg19549023	X
cg19550035	X
cg19566414	X
cg19567683	X
cg19570406	X
cg19572135	X
cg19572242	X
cg19579913	X
cg19580826	X
cg19583388	X
cg19584075	X
cg19585278	X
cg19585882	X
cg19586382	X
cg19587616	X
cg19591080	X
cg19593957	X
cg19599472	X
cg19602178	X
cg19603571	X
cg19605705	X
cg19605909	X
cg19613925	X
cg19616372	X
cg19618505	X
cg19618706	X
cg19622940	X
cg19628038	X
cg19629755	X
cg19631766	X
cg19635884	X
cg19636887	X
cg19637159	X
cg19638040	X
cg19638648	X
cg19638818	X
cg19639792	X
cg19658849	X
cg19666053	X
cg19679687	X
cg19680277	X
cg19681107	X
cg19683299	X
cg19687016	X
cg19687650	X
cg19688321	X
cg19688503	X
cg19690274	X
cg19696622	X
cg19697936	X
cg19716713	X
cg19718903	X
cg19721057	X
cg19721080	X
cg19723022	X
cg19723367	X
cg19723705	X
cg19731655	X
cg19732480	X
cg19736094	X
cg19736647	X
cg19740287	X
cg19741073	X
cg19743270	X
cg19743317	X
cg19744943	X
cg19748438	X
cg19750917	X
cg19752540	X
cg19753067	X
cg19754833	X
cg19770547	X
cg19771541	X
cg19773565	X
cg19774450	X
cg19777864	X
cg19778009	X
cg19779655	X
cg19780684	X
cg19780807	X
cg19782749	X
cg19784262	X
cg19786359	X
cg19787070	X
cg19787517	X
cg19788004	X
cg19790752	X
cg19791341	X
cg19791442	X
cg19792027	X
cg19792266	X
cg19793470	X
cg19794163	X
cg19797013	X
cg19800913	X
cg19815006	X
cg19816711	X
cg19818925	X
cg19821612	X
cg19822434	X
cg19823927	X
cg19834421	X
cg19836906	X
cg19839614	X
cg19840133	X
cg19840285	X
cg19840763	X
cg19845843	X
cg19846758	X
cg19847571	X
cg19854896	X
cg19855812	X
cg19856594	X
cg19858323	X
cg19859323	X
cg19860691	X
cg19860695	X
cg19863639	X
cg19867709	X
cg19868577	X
cg19878017	X
cg19879210	X
cg19881386	X
cg19885057	X
cg19885926	X
cg19888047	X
cg19894148	X
cg19895492	X
cg19897275	X
cg19899539	X
cg19899961	X
cg19900558	X
cg19903753	X
cg19907419	X
cg19908985	X
cg19911179	X
cg19912147	X
cg19912739	X
cg19918604	X
cg19918759	X
cg19919335	X
cg19922518	X
cg19922860	X
cg19924862	X
cg19925887	X
cg19926635	X
cg19927161	X
cg19928247	X
cg19930056	X
cg19930074	X
cg19930575	X
cg19931571	X
cg19933311	X
cg19933709	X
cg19935097	X
cg19936436	X
cg19937098	X
cg19937198	X
cg19937286	X
cg19937618	X
cg19938385	X
cg19939909	X
cg19944582	X
cg19948991	X
cg19949137	X
cg19953285	X
cg19953825	X
cg19954218	X
cg19955701	X
cg19963797	X
cg19964192	X
cg19972856	X
cg19974994	X
cg19989944	X
cg19992083	X
cg19992190	X
cg19994834	X
cg19994968	X
cg19995126	X
cg19997062	X
cg19998137	X
cg20000541	X
cg20001978	X
cg20002326	X
cg20003100	X
cg20010130	X
cg20013240	X
cg20015269	X
cg20015672	X
cg20017658	X
cg20018767	X
cg20018992	X
cg20020143	X
cg20021806	X
cg20024850	X
cg20025403	X
cg20033444	X
cg20034238	X
cg20051589	X
cg20056133	X
cg20057595	X
cg20062122	X
cg20063407	X
cg20063630	X
cg20063650	X
cg20064153	X
cg20065441	X
cg20065832	X
cg20067941	X
cg20069969	X
cg20071203	X
cg20071884	X
cg20074774	X
cg20077179	X
cg20077602	X
cg20078783	X
cg20079335	X
cg20081453	X
cg20085077	X
cg20085561	X
cg20086286	X
cg20086420	X
cg20095274	X
cg20098118	X
cg20104776	X
cg20112962	X
cg20113724	X
cg20114929	X
cg20116159	X
cg20119635	X
cg20121427	X
cg20122617	X
cg20123374	X
cg20129827	X
cg20133129	X
cg20134295	X
cg20134598	X
cg20134820	X
cg20135706	X
cg20137045	X
cg20154346	X
cg20197277	X
cg20197861	X
cg20199120	X
cg20201673	X
cg20202246	X
cg20203466	X
cg20205061	X
cg20207108	X
cg20207784	X
cg20207989	X
cg20208052	X
cg20208613	X
cg20211377	X
cg20214004	X
cg20214316	X
cg20216854	X
cg20219360	X
cg20220865	X
cg20228978	X
cg20229989	X
cg20230182	X
cg20244073	X
cg20258249	X
cg20258741	X
cg20259518	X
cg20260312	X
cg20262028	X
cg20262712	X
cg20265337	X
cg20271300	X
cg20272754	X
cg20274188	X
cg20274980	X
cg20275344	X
cg20278833	X
cg20279479	X
cg20279598	X
cg20281601	X
cg20284039	X
cg20287862	X
cg20289033	X
cg20289741	X
cg20291091	X
cg20291321	X
cg20301593	X
cg20302203	X
cg20303283	X
cg20308511	X
cg20310902	X
cg20312916	X
cg20313902	X
cg20319903	X
cg20321768	X
cg20324110	X
cg20329959	X
cg20332242	X
cg20332806	X
cg20333412	X
cg20333676	X
cg20336701	X
cg20338399	X
cg20340631	X
cg20344426	X
cg20344820	X
cg20346189	X
cg20347665	X
cg20348344	X
cg20350671	X
cg20356272	X
cg20359650	X
cg20359784	X
cg20367266	X
cg20371650	X
cg20372745	X
cg20372775	X
cg20373036	X
cg20394620	X
cg20396841	X
cg20416767	X
cg20417134	X
cg20420363	X
cg20421037	X
cg20425266	X
cg20430101	X
cg20430749	X
cg20431201	X
cg20435542	X
cg20437781	X
cg20438518	X
cg20439892	X
cg20442640	X
cg20445038	X
cg20446252	X
cg20448001	X
cg20450662	X
cg20450764	X
cg20451131	X
cg20453549	X
cg20454429	X
cg20455959	X
cg20456193	X
cg20457190	X
cg20457259	X
cg20460541	X
cg20461691	X
cg20463407	X
cg20465526	X
cg20465655	X
cg20469935	X
cg20470136	X
cg20471612	X
cg20473379	X
cg20473453	X
cg20475304	X
cg20477705	X
cg20480826	X
cg20482568	X
cg20482922	X
cg20484507	X
cg20485230	X
cg20486690	X
cg20486825	X
cg20492222	X
cg20493887	X
cg20494209	X
cg20495640	X
cg20495737	X
cg20497120	X
cg20497334	X
cg20497504	X
cg20498086	X
cg20501527	X
cg20502006	X
cg20503077	X
cg20503835	X
cg20503915	X
cg20504202	X
cg20508345	X
cg20509119	X
cg20512370	X
cg20514061	X
cg20517444	X
cg20519277	X
cg20519318	X
cg20521035	X
cg20521104	X
cg20522409	X
cg20522855	X
cg20540913	X
cg20546893	X
cg20549224	X
cg20551211	X
cg20556598	X
cg20557008	X
cg20557017	X
cg20563277	X
cg20569128	X
cg20578376	X
cg20578501	X
cg20583833	X
cg20584415	X
cg20585410	X
cg20589243	X
cg20590161	X
cg20592837	X
cg20593128	X
cg20593767	X
cg20597646	X
cg20622056	X
cg20638572	X
cg20641280	X
cg20648463	X
cg20648827	X
cg20649285	X
cg20651980	X
cg20653018	X
cg20654256	X
cg20657691	X
cg20659757	X
cg20660212	X
cg20662859	X
cg20662913	X
cg20663980	X
cg20664034	X
cg20664065	X
cg20664654	X
cg20676303	X
cg20686207	X
cg20687573	X
cg20698282	X
cg20699879	X
cg20731167	X
cg20746035	X
cg20746793	X
cg20749047	X
cg20749341	X
cg20757997	X
cg20763943	X
cg20765985	X
cg20766178	X
cg20767433	X
cg20767561	X
cg20767845	X
cg20773149	X
cg20774140	X
cg20775112	X
cg20778411	X
cg20780119	X
cg20780998	X
cg20781383	X
cg20781898	X
cg20783352	X
cg20784188	X
cg20784907	X
cg20786173	X
cg20786418	X
cg20787451	X
cg20788415	X
cg20789378	X
cg20789492	X
cg20790618	X
cg20792978	X
cg20793193	X
cg20795578	X
cg20796646	X
cg20814574	X
cg20816612	X
cg20818151	X
cg20825323	X
cg20830094	X
cg20832009	X
cg20839655	X
cg20840456	X
cg20842040	X
cg20842729	X
cg20843025	X
cg20844384	X
cg20844690	X
cg20844861	X
cg20847962	X
cg20849176	X
cg20849987	X
cg20851325	X
cg20852235	X
cg20855042	X
cg20855303	X
cg20857470	X
cg20858239	X
cg20859738	X
cg20860481	X
cg20860642	X
cg20861422	X
cg20869203	X
cg20878850	X
cg20878864	X
cg20879096	X
cg20880647	X
cg20881335	X
cg20882246	X
cg20887366	X
cg20907109	X
cg20919227	X
cg20922422	X
cg20931907	X
cg20945035	X
cg20947407	X
cg20948364	X
cg20950264	X
cg20950296	X
cg20950932	X
cg20951645	X
cg20952364	X
cg20957182	X
cg20958732	X
cg20959965	X
cg20964758	X
cg20967299	X
cg20969392	X
cg20971536	X
cg20972834	X
cg20973408	X
cg20974492	X
cg20976488	X
cg20977592	X
cg20978230	X
cg20979081	X
cg20979765	X
cg20980021	X
cg20980660	X
cg20981089	X
cg20981403	X
cg20983329	X
cg20984994	X
cg20996825	X
cg20999651	X
cg21002399	X
cg21010298	X
cg21016188	X
cg21017771	X
cg21019788	X
cg21021766	X
cg21028156	X
cg21028499	X
cg21030483	X
cg21030559	X
cg21030907	X
cg21031530	X
cg21035371	X
cg21036593	X
cg21039523	X
cg21040109	X
cg21040569	X
cg21042032	X
cg21043160	X
cg21045312	X
cg21045917	X
cg21046413	X
cg21049587	X
cg21067846	X
cg21080294	X
cg21087701	X
cg21090723	X
cg21109542	X
cg21111568	X
cg21112796	X
cg21113886	X
cg21114303	X
cg21114800	X
cg21114806	X
cg21118250	X
cg21119901	X
cg21120047	X
cg21122900	X
cg21123327	X
cg21127593	X
cg21128398	X
cg21131239	X
cg21137707	X
cg21137943	X
cg21138857	X
cg21139564	X
cg21139772	X
cg21142075	X
cg21142188	X
cg21142420	X
cg21142738	X
cg21153181	X
cg21154114	X
cg21154599	X
cg21155787	X
cg21156383	X
cg21158178	X
cg21159768	X
cg21160279	X
cg21161328	X
cg21162029	X
cg21166191	X
cg21175761	X
cg21179255	X
cg21179956	X
cg21180513	X
cg21183872	X
cg21184257	X
cg21184454	X
cg21190253	X
cg21193180	X
cg21195120	X
cg21197919	X
cg21198428	X
cg21201934	X
cg21202708	X
cg21205654	X
